show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,Data_Quality_Notes
s60,Movie,Narutoshippuden:Themovie,Hajimekamegaki,"Junkotakeuchi,Chienakamura,Yoichimasukawa,Koichitochika,Ayumifujimura,Keisukeoda,Daisukekishio,Fumikoorikasa,Hidetoshinakamura,Tetsuyakakihara,Kishotaniyama,Miyukisawashiro,Katsuyukikonishi,Masakokatsuki,Keikonemoto,Masashiebara,Kazuhikoinoue,Showtaromorikubo,Romipark,Daisukeono,Seizokato",Japan,15-Sep-21,2007,TV-PG,95min,"Action&Adventure,Animefeatures,Internationalmovies","TheadventuresofadolescentninjaNarutoUzumakicontinueashe'staskedwithprotectingapriestessfromademon‚Äìbuttodoso,hemustdie.","Text cleaned, spaces removed, duplicates handled"
s61,Movie,Narutoshippuden:Themovie:Thelosttower,Masahikomurata,"Junkotakeuchi,Chienakamura,Satoshihino,Rikiyakoyama,Nobuakifukuda,Kenjihamada,Keikonemoto,Saorihayami,Yumitoma,Yukokobayashi,Fujikotakimoto,Mutsumitamura,Mayukimakiguchi,Toshiyukimorikawa",Japan,15-Sep-21,2010,TV-14,85min,"Action&Adventure,Animefeatures,Internationalmovies","WhenNarutoissenttorecoveramissingnin,theroguemanagestosendhim20yearsintothepast,whereheuniteswithhisfathertobattleevil.","Text cleaned, spaces removed, duplicates handled"
s62,Movie,Narutothemovie2:Legendofthestoneofgelel,Hirotsugukawasaki,"Junkotakeuchi,Gamonkaai,Chienakamura,Showtaromorikubo,Akiraishida,Yasuyukikase,Uraratakano,Sachikokojima,Houkokuwashima,Takakohonda",Japan,15-Sep-21,2005,TV-PG,97min,"Action&Adventure,Animefeatures,Internationalmovies","Whileonamissiontoreturnamissingpet,NarutoandtwofellowninjasareambushedbybrutalknightsledbytheenigmaticTemujin.","Text cleaned, spaces removed, duplicates handled"
s63,Movie,Narutothemovie3:Guardiansofthecrescentmoonkingdom,Toshiyukitsuru,"Junkotakeuchi,Chienakamura,Yoichimasukawa,Kazuhikoinoue,Akiootsuka,Kyousukeikeda,Marikahayashi,Umejisasaki,Masashisugawara,Hisaoegawa",Japan,15-Sep-21,2006,TV-PG,95min,"Action&Adventure,Animefeatures,Internationalmovies","ExuberantninjaNarutoteamsupwithhispalsSakuraandKakashitoescortPrinceMichiruandhisson,Hikaru,totheCrescentMoonkingdom.","Text cleaned, spaces removed, duplicates handled"
s64,Movie,Narutothemovie:Ninjaclashinthelandofsnow,Tensaiokamura,"Junkotakeuchi,Noriakisugiyama,Chienakamura,Kazuhikoinoue,Yuhkokaida,Tsutomuisobe,Hirotakasuzuoki,Junkarasawa,Hariikaneko,Ikuonishikawa",Japan,15-Sep-21,2004,TV-PG,83min,"Action&Adventure,Animefeatures,Internationalmovies","Naruto,SasukeandSakuralearnthey'llbeprotectinganactressfrombeinghurtwhilemakinghernextfilm,butitturnsoutshe'saprincess.","Text cleaned, spaces removed, duplicates handled"
s65,Movie,Nightbooks,Davidyarovesky,"Winslowfegley,Lidyajewett,Krystenritter",,15-Sep-21,2021,TV-PG,103min,Children&Familymovies,ScarystoryfanAlexmusttellaspine-tinglingtaleeverynight‚Äîorstaytrappedwithhisnewfriendinawickedwitch'smagicalapartmentforever.,"Text cleaned, spaces removed, duplicates handled"
s66,TVShow,Numberblocks,,"Bethchalmers,Davidholt,Marcelmccalla,Teresagallagher",Unitedkingdom,15-Sep-21,2021,TV-Y,6Seasons,Kids'Tv,"InaplacecalledNumberland,mathaddsuptotonsoffunwhenagroupofcheerfulblockswork,playandsingtogether.","Text cleaned, spaces removed, duplicates handled"
s67,TVShow,Rajarasoiauranyakahaniyan,,,India,15-Sep-21,2014,TV-G,1Season,"Docuseries,Internationaltvshows","ExplorethehistoryandflavorsofregionalIndiancuisine,fromtraditionalKashmirifeaststothevegetariandishesofGujarat.","Text cleaned, spaces removed, duplicates handled"
s68,TVShow,Savedbythebell,,"Mark-Paulgosselaar,Tiffanithiessen,Mariolopez,Larkvoorhies,Elizabethberkley,Dustindiamond,Dennishaskins",Unitedstates,15-Sep-21,1994,TV-PG,9Seasons,"Kids'Tv,Tvcomedies","Frommiddleschooltocollege,bestfriendsZack,Kelly,Slater,Jessie,ScreechandLisatakeonthehighsandlowsoflifetogetherinthishitseries.","Text cleaned, spaces removed, duplicates handled"
s69,Movie,Schumacher,"Hanns-Brunokammert„∂Ns,Vanessan„∂Cker,Michaelwech",Michaelschumacher,,15-Sep-21,2021,TV-14,113min,"Documentaries,Internationalmovies,Sportsmovies","Throughexclusiveinterviewsandarchivalfootage,thisdocumentarytracesanintimateportraitofseven-timeFormula1championMichaelSchumacher.","Text cleaned, spaces removed, duplicates handled"
s70,TVShow,Storiesbyrabindranathtagore,,,India,15-Sep-21,2015,TV-PG,1Season,"Internationaltvshows,Tvdramas",ThewritingsofNobelPrizewinnerRabindranathTagorecometolifeinthiscollectionoftalessetinearly-20th-centuryBengal.,"Text cleaned, spaces removed, duplicates handled"
s71,TVShow,Toohottohandle:Latino,,Itat„≠Cantoral,,15-Sep-21,2021,TV-MA,1Season,"Internationaltvshows,Realitytv,Romantictvshows","Onthisrealityshow,singlesfromLatinAmericaandSpainarechallengedtogiveupsex.Buthere,abstinencecomeswithasilverlining:US$100,000.","Text cleaned, spaces removed, duplicates handled"
s72,Movie,Astorybotsspaceadventure,Davida.Vargas,"Evanspiridellis,Erinfitzgerald,Jeffgill,Fredtatasciore,Evanmichaellee,Jaredisaacman,Sianproctor,Chrissembroski,Hayleyarceneaux",,14-Sep-21,2021,TV-Y,13min,Children&Familymovies,JointheStoryBotsandthespacetravelersofthehistoricInspiration4missionastheysearchforanswerstokids'questionsaboutspace.,"Text cleaned, spaces removed, duplicates handled"
s73,TVShow,Jackwhitehall:Travelswithmyfather,,"Jackwhitehall,Michaelwhitehall",Unitedkingdom,14-Sep-21,2021,TV-MA,5Seasons,"Britishtvshows,Docuseries,Internationaltvshows","JovialcomicJackWhitehallinviteshisstuffyfather,Michael,totravelwithhimthroughSoutheastAsiainanattempttostrengthentheirbond.","Text cleaned, spaces removed, duplicates handled"
s74,Movie,Kingofboys,Kemiadetiba,"Solasobowale,Adesuaetomi,Remilekun""Reminisce""Safaru,Tobechukwu""Illbliss""Ejiofor,Tonitones,Paulsambo,Jidekosoko,Sharonooja",Nigeria,14-Sep-21,2018,TV-MA,182min,"Dramas,Internationalmovies","Whenapowerfulbusinesswoman‚Äôspoliticalambitionsarethreatenedbyherunderworldconnections,theensuingpowerstrugglecouldcosthereverything.","Text cleaned, spaces removed, duplicates handled"
s75,TVShow,Theworld'Smostamazingvacationrentals,,,,14-Sep-21,2021,TV-PG,2Seasons,Realitytv,"Withaneyeforeverybudget,threetravelersvisitvacationrentalsaroundtheglobeandsharetheirexperttipsandtricksinthisrealityseries.","Text cleaned, spaces removed, duplicates handled"
s76,Movie,Youvs.Wild:Outcold,Bensimms,"Beargrylls,Jasonderekprempeh",,14-Sep-21,2021,TV-G,106min,Children&Familymovies,"AfteraplanecrashleavesBearwithamnesia,hemustmakechoicestosavethemissingpilotandsurviveinthishigh-stakesinteractiveadventure.","Text cleaned, spaces removed, duplicates handled"
s77,TVShow,Yowamushipedal,,"Daikiyamashita,Kohsuketoriumi,Junfukushima,Hirokiyasumoto,Showtaromorikubo,Kentaroito,Daisukekishio,Yoshitsugumatsuoka,Junichisuwabe,Ayakasuwa,Megumihan,Tomoakimaeno,Tsubasayonaga,Tetsuyakakihara,Satoshihino,Hiroyukiyoshino,Atsushiabe,Kojiyusa,Koukimiyata,Hiroshimono,Wataruhatano,Yuichinakamura,Kenjinojima,Mamorumiyano,Daisukeono,Yumauchida,Junfukuyama",Japan,14-Sep-21,2013,TV-14,1Season,"Animeseries,Internationaltvshows","Atimid,anime-lovingteengetsdrawnintoaschoolcyclingclub,wherehisnewfriendshelphimfacetoughchallengestodevelophisracingtalent.","Text cleaned, spaces removed, duplicates handled"
s78,Movie,Littlesingham-Blackshadow,Prakashsatam,"Sumriddhishukla,Jignabharadwaj,Sonalkaushal,Neshmachemburkar,Ganeshdivekar,Annamayaverma,Anamayverma,Manojpandey",,11-Sep-21,2021,TV-Y7,48min,"Children&Familymovies,Comedies",KidcopLittleSinghamlosesallhissuperpowerswhiletryingtostopthedemonKaal‚Äôsnewevilplans!Canhisinnerstrengthhelphimdefeattheenemy?,"Text cleaned, spaces removed, duplicates handled"
s79,Movie,Tughlaqdurbar,Delhiprasaddeenadayalan,"Vijaysethupathi,Parthiban,Raashikhanna",,11-Sep-21,2020,TV-14,145min,"Comedies,Dramas,Internationalmovies",Abuddingpoliticianhasdeviousplanstoriseintheranks‚Äîuntilanunexpectednewpresencebeginstointerferewithhiseverycrookedmove.,"Text cleaned, spaces removed, duplicates handled"
s80,Movie,Tughlaqdurbar(Telugu),Delhiprasaddeenadayalan,"Vijaysethupathi,Parthiban,Raashikhanna",,11-Sep-21,2021,TV-14,145min,"Comedies,Dramas,Internationalmovies",Abuddingpoliticianhasdeviousplanstoriseintheranks‚Äîuntilanunexpectednewpresencebeginstointerferewithhiseverycrookedmove.,"Text cleaned, spaces removed, duplicates handled"
s81,Movie,Firedrakethesilverdragon,Tomereshed,"Thomasbrodie-Sangster,Felicityjones,Freddiehighmore,Patrickstewart,Meerasyal,Sanjeevbhaskar,Nonsoanozie",,10-Sep-21,2021,TV-Y7,93min,Children&Familymovies,"Whenhishomeisthreatenedbyhumans,ayoungdragonsummonsthecouragetoseekamythicalparadisewheredragonscanliveinpeaceandflyfree.","Text cleaned, spaces removed, duplicates handled"
s82,Movie,Kate,Cedricnicolas-Troyan,"Maryelizabethwinstead,Junkunimura,Woodyharrelson,Tadanobuasano,Miyavi,Michielhuisman,Mikumartineau",Unitedstates,10-Sep-21,2021,R,106min,Action&Adventure,"Slippedafatalpoisononherfinaljob,aruthlessassassinworkinginTokyohaslessthan24hourstofindoutwhoorderedthehitandexactrevenge.","Text cleaned, spaces removed, duplicates handled"
s83,TVShow,Lucifer,,"Tomellis,Laurengerman,Kevinalejandro,D.B.Woodside,Lesley-Annbrandt,Scarlettestevez,Rachaelharris,Aimeegarcia,Triciahelfer,Tomwelling,Jeremiahw.Birkett,Pejvahdat,Michaelgladis",Unitedstates,10-Sep-21,2021,TV-14,6Seasons,"Crimetvshows,Tvcomedies,Tvdramas","BoredwithbeingtheLordofHell,thedevilrelocatestoLosAngeles,whereheopensanightclubandformsaconnectionwithahomicidedetective.","Text cleaned, spaces removed, duplicates handled"
s84,TVShow,Metalshopmasters,,Jokoy,,10-Sep-21,2021,TV-MA,1Season,Realitytv,"Onthiscompetitionshow,agroupofmetalartiststorch,cutandweldepic,badasscreationsfromhardenedsteel.Onlyonewillwina$50,000prize.","Text cleaned, spaces removed, duplicates handled"
s85,Movie,Omoghetto:Thesaga,"Jjcskillz,Funkeakindele","Funkeakindele,Ayomakun,Chiomachukwukaakpotha,Yemieberechialade,Blossomchukwujekwu,Deyemiokanlawon,Alexxekubo,Zubbymichael,Tinamba,Femijacobs",Nigeria,10-Sep-21,2020,TV-MA,147min,"Action&Adventure,Comedies,Dramas","Twinsarereunitedasagood-heartedfemalegangsterandheruptightrichsistertakeonfamily,crime,copsandallofthetroublethatfollowsthem.","Text cleaned, spaces removed, duplicates handled"
s86,TVShow,Pok„©Monmasterjourneys:Theseries,,"Ikueotani,Sarahnatochenny,Zenorobinson,Cheramileigh,Jamescartercathcart,Micheleknotz,Rodgerparsons,Raychase,Caseymongillo,Tarasands",,10-Sep-21,2021,TV-Y7,1Season,"Animeseries,Kids'Tv","AsAshbattleshiswaythroughtheWorldCoronationSeries,GohcontinueshisquesttocatcheveryPok√©mon.Together,they'reonajourneytoadventure!","Text cleaned, spaces removed, duplicates handled"
s87,Movie,Prey,Thomassieben,"Davidkross,Hannokoffler,Mariaehrich,Robertfinster,Yungngo,Klaussteinbacher,Liviamatthes,Nelliethalbach",,10-Sep-21,2021,TV-MA,87min,"Internationalmovies,Thrillers",Ahikingtripintothewildturnsintoadesperatebidforsurvivalforfivefriendsontherunfromamysteriousshooter.,"Text cleaned, spaces removed, duplicates handled"
s88,TVShow,Titipotitipo,,"Jeonhae-Ri,Kimeun-Ah,Hongbum-Ki,Namdo-Hyeong,Umsang-Hyun",,10-Sep-21,2019,TV-Y,2Seasons,"Kids'Tv,Koreantvshows",Titipothetrainisouttoprovethathe'sgotwhatittakestohelpthefolksofTrainVillageridetherailssafelyandreliably.,"Text cleaned, spaces removed, duplicates handled"
s89,Movie,Bloodbrothers:Malcolmx&Muhammadali,Marcusclarke,"Malcolmx,Muhammadali",,9-Sep-21,2021,PG-13,96min,"Documentaries,Sportsmovies","Fromachancemeetingtoatragicfallout,MalcolmXandMuhammadAli'sextraordinarybondcracksundertheweightofdistrustandshiftingideals.","Text cleaned, spaces removed, duplicates handled"
s90,TVShow,Mightyraju,,"Julietejwani,Sabinamalik,Jignabhardwaj,Rupabhimani,Lalitagarwal,Rajeshshukla,Rajeshkava",,9-Sep-21,2017,TV-Y7,4Seasons,Kids'Tv,"Bornwithsuperhumanabilities,youngRajuwantstousehispowerstomaketheworldabetterplace‚Äîbutthatwillmeanfacingplentyofchallenges!","Text cleaned, spaces removed, duplicates handled"
s91,Movie,Paradisehills,Alicewaddington,"Emmaroberts,Daniellemacdonald,Awkwafina,Eizagonz„°Lez,Millajovovich,Jeremyirvine,Arnaudvalois,Danielhorvath","Spain,Unitedstates",9-Sep-21,2019,TV-MA,95min,"Sci-Fi&Fantasy,Thrillers","Umawakesupinalushtropicalfacilitydesignedtoturnwillfulgirlsintoperfectladies.That‚Äôsbadenough,butitsrealpurposeisevenworse.","Text cleaned, spaces removed, duplicates handled"
s92,Movie,Thewomenandthemurderer,"Monaachache,Patriciatourancheau",,France,9-Sep-21,2021,TV-14,92min,"Documentaries,Internationalmovies",ThisdocumentarytracesthecaptureofserialkillerGuyGeorgesthroughthetirelessworkoftwowomen:apolicechiefandavictim'smother.,"Text cleaned, spaces removed, duplicates handled"
s93,TVShow,Intothenight,,"Paulineetienne,Laurentcapelluto,Stefanocassetti,MehmetkurtuluÂˇ,Babetidasadjo,Janbijvoet,Ksaweryszlenkier,Vincentlondez,Reginabikkinina,Albaga„ØAkraghedebellugi,Nabilmallat",Belgium,8-Sep-21,2021,TV-MA,2Seasons,"Internationaltvshows,Tvdramas,Tvmysteries",Passengersandcrewaboardahijackedovernightflightscrambletooutracethesunasamysteriouscosmiceventwreakshavocontheworldbelow.,"Text cleaned, spaces removed, duplicates handled"
s94,Movie,Jj+E,Alexisalmstr„∂M,"Elsa„ñHrn,Mustaphaaarab,Jonaypinedaskallak,Magnuskrepper,Loreen,Albingrenholm,Simonmezher,Elsabergstr„∂Mterent,Josefkadim,Yohannesfrezgi",,8-Sep-21,2021,TV-MA,91min,"Dramas,Internationalmovies,Romanticmovies","ElisabethandJohn-Johnliveinthesamecity,buttheyinhabitdifferentworlds.Canapassionatefirstlovebreakthroughclassandculturalbarriers?","Text cleaned, spaces removed, duplicates handled"
s95,Movie,Showdogs,Rajagosnell,"Willarnett,Ludacris,Natashalyonne,Stanleytucci,Jordinsparks,Gabrieliglesias,Shaquilleo'Neal,Omarchaparro,Alancumming,Andybeckwith,Deliasheppard,Kerryshale","Unitedkingdom,Unitedstates",8-Sep-21,2018,PG,90min,"Children&Familymovies,Comedies",AroughandtoughpolicedogmustgoundercoverwithanFBIagentasaprimandproperpetatadogshowtosaveababypandafromanillegalsale.,"Text cleaned, spaces removed, duplicates handled"
s96,TVShow,Thecircle,,Michellebuteau,"Unitedstates,Unitedkingdom",8-Sep-21,2021,TV-MA,3Seasons,Realitytv,"Statusandstrategycollideinthissocialexperimentandcompetitionshowwhereonlineplayersflirt,befriendandcatfishtheirwaytoward$100,000.","Text cleaned, spaces removed, duplicates handled"
s97,Movie,Ifileaveheretomorrow:Afilmaboutlynyrdskynyrd,Stephenkijak,"Ronnievanzandt,Garyrossington,Allencollins,Leonwilkeson,Bobburns,Billypowell,Edking,Artimuspyle,Stevegaines,Johnnyvanzant",Unitedstates,7-Sep-21,2018,TV-MA,97min,"Documentaries,Music&Musicals","Usinginterviewsandarchivalfootage,thisdocumentarychartsthestoryofthelegendarySouthernrockerswithafocusonfrontmanRonnieVanZant.","Text cleaned, spaces removed, duplicates handled"
s98,TVShow,Kidcosmic,,"Jackfisher,Tomkenny,Amandac.Miller,Kimyarbrough,Keithferguson,Greygriffin,Lilyrosesilver",Unitedstates,7-Sep-21,2021,TV-Y7,2Seasons,"Kids'Tv,Tvcomedies,Tvsci-Fi&Fantasy",Aboy'ssuperherodreamscometruewhenhefindsfivepowerfulcosmicstones.Butsavingthedayisharderthanheimagined‚Äîandhecan'tdoitalone.,"Text cleaned, spaces removed, duplicates handled"
s99,TVShow,Octonauts:Above&Beyond,,"Antonioaakeel,Chipochung,Simonfoster,Teresagallagher,Simongreenall,Kateharbour,Paulpanting,Robrackstraw,Williamvanderpuye,Helenwalsh,Keithwickham,Andreswilliams,Jowyatt",Unitedkingdom,7-Sep-21,2021,TV-Y,1Season,"Britishtvshows,Kids'Tv","TheOctonautsexpandtheirexplorationbeyondthesea‚Äî¬†andontoland!Withnewridesandnewfriends,they'llprotectanyhabitatsandanimalsatrisk.","Text cleaned, spaces removed, duplicates handled"
s100,TVShow,Ontheverge,,"Juliedelpy,Elisabethshue,Sarahjones,Alexialandeau,Mathieudemy,Troygarity,Timmsharp,Giovanniribisi","France,Unitedstates",7-Sep-21,2021,TV-MA,1Season,"Tvcomedies,Tvdramas","Fourwomen‚Äîachef,asinglemom,anheiressandajobseeker‚Äîdigintoloveandwork,withageneroussideofmidlifecrises,inpre-pandemicLA.","Text cleaned, spaces removed, duplicates handled"
s101,TVShow,Tobotgalaxydetectives,,"Austinabell,Travisturner,Colehoward,Annacummer,Jesseinocalla,Briandobson,Michaeladamthwaite,Josephgirgis,Caitlynbairstow",,7-Sep-21,2019,TV-Y7,2Seasons,Kids'Tv,"Anintergalacticdevicetransformstoycarsintorobots:theTobots!Workingwithfriendstosolvemysteries,theyprotecttheworldfromevil.","Text cleaned, spaces removed, duplicates handled"
s102,Movie,Untold:Breakingpoint,"Chapmanway,Maclainway",,Unitedstates,7-Sep-21,2021,TV-MA,80min,"Documentaries,Sportsmovies","UnderpressuretocontinueawinningtraditioninAmericantennis,MardyFishfacedmentalhealthchallengesthatchangedhislifeonandoffthecourt.","Text cleaned, spaces removed, duplicates handled"
s103,TVShow,Countdown:Inspiration4Missiontospace,Jasonhehir,,,6-Sep-21,2021,TV-14,1Season,"Docuseries,Science&Naturetv","Fromtrainingtolaunchtolanding,thisall-accessdocuseriesridesalongwiththeInspiration4crewonthefirstall-civilianorbitalspacemission.","Text cleaned, spaces removed, duplicates handled"
s104,Movie,Shadowparties,Yemiamodu,"Jidekosoko,Omotolajalade-Ekeinde,Yemiblaq,Solasobowale,Kenerics,Toyinaimakhu,Segunarinze,Jiboladabo,Rotimisalami,Pajimisolanke,Rachaelokonkwo,Basseyokon,Lucienmorgan,Magdalenakorpas",,6-Sep-21,2020,TV-MA,117min,"Dramas,Internationalmovies,Thrillers",Afamilyfacesdestructioninalong-runningconflictbetweencommunitiesthatpitsrelativesagainsteachotheramidattacksandreprisals.,"Text cleaned, spaces removed, duplicates handled"
s105,TVShow,Tayothelittlebus,,"Robynslade,Kamidesilets",Southkorea,6-Sep-21,2016,TV-Y,2Seasons,"Kids'Tv,Koreantvshows","Astheylearntheirroutesaroundthebusycity,Tayoandhislittlebusfriendsdiscovernewsightsandgoonexcitingadventureseveryday.","Text cleaned, spaces removed, duplicates handled"
s106,Movie,Angamalydiaries,Lijojosepellissery,"Antonyvarghese,Reshmarajan,Binnyrinkybenjamin,Vineethvishwam,Kichutellus,Sreekanthdasan,Sarathkumar,Titowilson,Anandhu,Bittodavis,Sinojvarghese",India,5-Sep-21,2017,TV-14,128min,"Action&Adventure,Comedies,Dramas","Aftergrowingupamidstthegangwarsofhishometown,Vincentformsanentrepreneurialsquadofhisownandendsuponthewrongsideofthelaw.","Text cleaned, spaces removed, duplicates handled"
s107,TVShow,Bunk'D,,"Peytonlist,Karanbrar,Skaijackson,Mirandamay,Keving.Quinn,Nathanarenas,Ninalu",Unitedstates,5-Sep-21,2021,TV-G,5Seasons,"Kids'Tv,Tvcomedies","TheRosssiblingsofDisney'shitseries""Jessie""spendasummerfulloffunandadventureatMaine'sCampKikiwaka,wheretheirparentsfirstmet.","Text cleaned, spaces removed, duplicates handled"
s108,Movie,Achampionheart,Daviddevos,"Mandygrace,Daviddevos,Donnarusch,Devankey,Isabellamancuso,Arianaguido",Unitedstates,4-Sep-21,2018,G,90min,"Children&Familymovies,Dramas","Whenagrievingteenmustworkoffherdebttoaranch,shecaresforawoundedhorsethatteacheshermoreabouthealingthansheexpected.","Text cleaned, spaces removed, duplicates handled"
s109,TVShow,Diveclub,,"Aubriibrag,Sana'Ashaik,Miahmadden,Mercycornwall,Georgia-Maydavis,Ryanharrison,Joshheuston,Alexandergrant",Australia,3-Sep-21,2021,TV-G,1Season,"Kids'Tv,Tvdramas,Teentvshows","OntheshoresofCapeMercy,askillfulgroupofteendiversinvestigateaseriesofsecretsandsignsafteroneoftheirownmysteriouslygoesmissing.","Text cleaned, spaces removed, duplicates handled"
s110,TVShow,Lacasadepapel,,"√örsulacorber„≥,Itziaritu„±O,√lvaromorte,Pacotous,Enriquearce,Pedroalonso,Mar„≠Apedraza,Albaflores,Miguelherr„°N,Jaimelorente,Estheracebo,Darkoperic,Kitim„°Nver",Spain,3-Sep-21,2021,TV-MA,5Seasons,"Crimetvshows,Internationaltvshows,Spanish-Languagetvshows",EightthievestakehostagesandlockthemselvesintheRoyalMintofSpainasacriminalmastermindmanipulatesthepolicetocarryouthisplan.,"Text cleaned, spaces removed, duplicates handled"
s111,TVShow,Moneyheist:Fromtokyotoberlin,"Luisalfaro,Javierg„≥Mezsantander",,,3-Sep-21,2021,TV-MA,1Season,"Docuseries,Internationaltvshows,Spanish-Languagetvshows","Thefilmmakersandactorsbehind""MoneyHeist""characterslikeTokyoandtheProfessortalkabouttheemotionalartisticprocessoffilmingtheseries.","Text cleaned, spaces removed, duplicates handled"
s112,TVShow,Sharkdog,,"Liammitchell,Deebradleybaker,Greygriffin,Joshmcdermitt,Kariwahlgren,Judyalicelee,Alimawji","Unitedstates,Singapore",3-Sep-21,2021,TV-Y,1Season,Kids'Tv,"Halfshark,halfdogwithabigheartandabellyfulloffishsticks!Together,SharkdogandhishumanpalMaxcantakeonanysillyormessyadventure.","Text cleaned, spaces removed, duplicates handled"
s113,Movie,Worth,Saracolangelo,"Michaelkeaton,Stanleytucci,Amyryan,Shunoriramanathan,Atoblankson-Wood,Tatedonovan,Laurabenanti,Christardio",,3-Sep-21,2021,PG-13,119min,Dramas,"InthewakeoftheSept.11attacks,alawyerfacesanemotionalreckoningasheattemptstoputadollarvalueontheliveslost.Basedonrealevents.","Text cleaned, spaces removed, duplicates handled"
s114,Movie,Afterlifeoftheparty,Stephenherek,"Victoriajustice,Midorifrancis,Robynscott,Adamgarcia,Timothyrenouf,Gloriagarcia,Myfanwywaring,Spencersutherland",,2-Sep-21,2021,TV-PG,110min,"Comedies,Romanticmovies",Cassielivestoparty...untilshediesinafreakaccident.NowthissocialbutterflyneedstorightherwrongsonEarthifshewantstoearnherwings.,"Text cleaned, spaces removed, duplicates handled"
